,Timestamp,ms
530,2019-04-28 14:24:26.123594,8.01
531,2019-04-28 14:24:27.166220,7.242
532,2019-04-28 14:24:28.208924,32.389
533,2019-04-28 14:24:29.277571,35.655
534,2019-04-28 14:24:30.345689,32.397
535,2019-04-28 14:24:31.412104,31.189
536,2019-04-28 14:24:32.478761,44.34
537,2019-04-28 14:24:33.557602,7.944
538,2019-04-28 14:24:34.599497,8.942
539,2019-04-28 14:24:35.643401,33.79
540,2019-04-28 14:24:36.713547,60.038
541,2019-04-28 14:24:37.809786,31.458
542,2019-04-28 14:24:38.876592,34.628
543,2019-04-28 14:24:39.950594,33.621
544,2019-04-28 14:24:41.021087,32.652
545,2019-04-28 14:24:42.090616,8.63
546,2019-04-28 14:24:43.134505,69.621
547,2019-04-28 14:24:44.238230,32.776
548,2019-04-28 14:24:45.309637,7.081
549,2019-04-28 14:24:46.351708,33.483
550,2019-04-28 14:24:47.418944,8.779
551,2019-04-28 14:24:48.463868,31.872
552,2019-04-28 14:24:49.530158,9.784
553,2019-04-28 14:24:50.577805,35.377
554,2019-04-28 14:24:51.644303,9.66
555,2019-04-28 14:24:52.690029,7.326
556,2019-04-28 14:24:53.732006,32.979
557,2019-04-28 14:24:54.794666,32.983
558,2019-04-28 14:24:55.859106,29.249
559,2019-04-28 14:24:56.923379,32.452
560,2019-04-28 14:24:57.991372,16.318
561,2019-04-28 14:24:59.044976,7.088
562,2019-04-28 14:25:00.084858,8.544
563,2019-04-28 14:25:01.125946,39.457
564,2019-04-28 14:25:02.204287,82.07
565,2019-04-28 14:25:03.318430,23.943
566,2019-04-28 14:25:04.383449,5.285
567,2019-04-28 14:25:05.428969,32.701
568,2019-04-28 14:25:06.494964,32.515
569,2019-04-28 14:25:07.560934,9.323
570,2019-04-28 14:25:08.611168,32.948
571,2019-04-28 14:25:09.680932,32.344
572,2019-04-28 14:25:10.744451,17.528
573,2019-04-28 14:25:11.791346,62.943
574,2019-04-28 14:25:12.891303,57.196
575,2019-04-28 14:25:13.983116,149.805
576,2019-04-28 14:25:15.169751,108.858
577,2019-04-28 14:25:16.314550,32.914
578,2019-04-28 14:25:17.383239,32.669
579,2019-04-28 14:25:18.451385,7.274
580,2019-04-28 14:25:19.495860,29.682
581,2019-04-28 14:25:20.556728,32.982
582,2019-04-28 14:25:21.620488,32.685
583,2019-04-28 14:25:22.683703,15.168
584,2019-04-28 14:25:23.734317,32.148
585,2019-04-28 14:25:24.799813,37.343
586,2019-04-28 14:25:25.873346,7.448
587,2019-04-28 14:25:26.918873,7.376
